
"Time";"NO";"NO2";"CO";"NOx";"PumpFlow";
"9/28/2018 16:42:09";"427";"40";"3";"467";"91.7";
"9/28/2018 16:42:11";"426";"40";"3";"466";"91.7";
"9/28/2018 16:42:12";"426";"40";"4";"466";"91.7";
"9/28/2018 16:42:14";"426";"40";"4";"466";"91.7";
"9/28/2018 16:42:15";"426";"41";"4";"467";"91.6";
"9/28/2018 16:42:17";"426";"41";"4";"467";"91.4";
"9/28/2018 16:42:18";"425";"41";"4";"466";"91.4";
"9/28/2018 16:42:20";"425";"41";"5";"466";"91.4";
"9/28/2018 16:42:21";"425";"41";"5";"466";"91.4";
"9/28/2018 16:42:23";"425";"42";"5";"467";"91.4";
"9/28/2018 16:42:24";"425";"42";"5";"467";"91.5";
"9/28/2018 16:42:26";"425";"42";"5";"467";"91.5";
"9/28/2018 16:42:28";"425";"42";"5";"467";"91.5";
"9/28/2018 16:42:30";"425";"42";"5";"467";"91.4";
"9/28/2018 16:42:31";"425";"42";"5";"467";"91.4";
"9/28/2018 16:42:33";"425";"43";"5";"468";"91.4";
"9/28/2018 16:42:35";"425";"43";"5";"468";"91.6";
"9/28/2018 16:42:36";"425";"43";"6";"468";"91.6";
"9/28/2018 16:42:38";"425";"43";"6";"468";"91.6";
"9/28/2018 16:42:40";"425";"43";"6";"468";"91.5";
"9/28/2018 16:42:41";"425";"43";"8";"468";"91.6";
"9/28/2018 16:42:43";"425";"43";"9";"468";"91.6";
"9/28/2018 16:42:45";"424";"43";"10";"467";"91.6";
"9/28/2018 16:42:46";"424";"43";"10";"467";"91.7";
"9/28/2018 16:42:48";"424";"43";"12";"467";"91.6";
"9/28/2018 16:42:49";"424";"43";"13";"467";"91.6";
"9/28/2018 16:42:51";"424";"43";"13";"467";"91.5";
"9/28/2018 16:42:52";"424";"43";"13";"467";"91.4";
"9/28/2018 16:42:54";"424";"43";"12";"467";"91.4";
"9/28/2018 16:42:55";"424";"43";"12";"467";"91.3";
"9/28/2018 16:42:57";"424";"44";"11";"468";"91.3";
"9/28/2018 16:42:59";"423";"44";"10";"467";"91.3";
"9/28/2018 16:43:00";"423";"44";"10";"467";"91.3";
"9/28/2018 16:43:02";"423";"44";"9";"467";"91.3";
"9/28/2018 16:43:03";"424";"44";"8";"468";"91.3";
"9/28/2018 16:43:05";"423";"45";"5";"468";"91.3";
"9/28/2018 16:43:06";"423";"45";"5";"468";"91.3";
"9/28/2018 16:43:08";"422";"45";"6";"467";"91.3";
"9/28/2018 16:43:09";"422";"45";"9";"467";"91.3";
"9/28/2018 16:43:10";"422";"45";"10";"467";"91.3";
"9/28/2018 16:43:12";"422";"45";"10";"467";"91.3";
"9/28/2018 16:43:13";"422";"45";"9";"467";"91.2";
"9/28/2018 16:43:14";"422";"45";"9";"467";"91.2";
"9/28/2018 16:43:15";"422";"45";"9";"467";"91.1";
"9/28/2018 16:43:16";"422";"45";"9";"467";"91.1";
"9/28/2018 16:43:17";"421";"45";"9";"466";"91.0";
"9/28/2018 16:43:18";"421";"45";"9";"466";"91.0";
"9/28/2018 16:43:19";"421";"45";"9";"466";"91.0";
